title,artist,album,danceable, not_danceable, genre_cla, genre_dan, genre_hip, genre_jaz, genre_pop, genre_rhy, genre_roc, genre_spe,mood_cluster1,mood_cluster2,mood_cluster3,mood_cluster4,mood_cluster5, timbre_bright, timbre_dark, instrumental, voice, loudness,bpm,spotify_url,genre,mood,timbre,instrumental,tempo,danceability
DFD21/DFC37,The Conet Project,Recordings of Shortwave Numbers Stations,0.35229170322400000,0.647708296776,0.693745732307,0.00469260150567,0.023100309073900000,0.171141222119,0.0106686279178,0.069163069129,0.00465127499774,0.0228371657431,0.10990986973,0.0858632773161,0.587918281555,0.133014932275,0.0832936167717,0.186633303761,0.8133667111400000,0.999999582767,3.9994372969E-07,0.8490207195280000,109.979614258,spotify:track:4D7pkWdcMxHNU9RIPB3Ej4,2,12,16,17,19,1
Sylvatica,Sara Ayers,Sylvatica,0.0171555578709,0.982844471931,0.583635687828,0.0158184021711,0.00975578743964,0.301735132933,0.0293338559568,0.043203484267,0.0105366948992,0.00598094891757,0.0553891398013,0.08614958822730000,0.694115042686,0.101011119783,0.0633351281285,0.273995637894,0.7260043621060000,0.991098165512,0.00890182517469,0.415872901678,109.98224639900000,spotify:track:3mjmjU7jkb4PywOMCs1EC9,2,12,16,17,19,1
Nothing It Can,Helios,Moiety,0.0438655726612,0.956134438515,0.847181022167,0.00374797731638,0.00733420345932,0.0291127599776,0.0275474749506,0.052983820438400000,0.017774682492,0.0143180545419,0.0461147129536,0.0833401307464,0.667803108692,0.08301144093280000,0.119730584323,0.05780235305430000,0.942197620869,0.979175388813,0.0208246354014,0.304936915636,110.001457214,spotify:track:4YEKwC3ipNg9LdR02OL8h2,2,12,16,17,19,1
Celestial Body Absent,Psychomanteum,Oneironaut,1.91635329827E-08,1.0,0.951404988766,0.00219869217835,0.003856391878800000,0.0196261703968,0.00208826782182,0.00872476864606,0.00301921414211,0.00908149313182,0.102952606976,0.07993411272760000,0.5140824317930000,0.136165469885,0.166865378618,0.00336259650066,0.996637403965,1.0,2.23787821607E-10,0.866038560867,110.01676178,spotify:track:0Z545K3RCEAMnylibPROpa,2,12,16,17,19,1
The White Chamber,Taphephobia,Escape From the Mundane Self,0.111255928874,0.8887440562250000,0.248001292348,0.0248033255339,0.027999162674,0.213589727879,0.07244402915240000,0.125305280089,0.230781629682,0.05707556009290000,0.104720644653,0.0677059218287,0.345559418201,0.221455588937,0.26055842638,0.0016332881059500000,0.998366713524,0.76275151968,0.237248450518,0.745193779469,110.048469543,Not Found,2,12,16,17,19,1
Hope,鬼浴,Ghost Bath,0.008288502693180000,0.991711497307,0.974734604359,0.000954125600401,0.0016710156342,0.0157663784921,0.0014294480206400000,0.00409242790192,0.000462668656837,0.000889333779924,0.0732806771994,0.154603630304,0.435500442982,0.14633069932500000,0.190284535289,0.0238811466843,0.976118862629,1.0,5.67998625911E-09,0.00891266111284,110.08331298800000,spotify:track:1soPfMc5tTaTqPBvklJiBd,2,12,16,17,19,1
"Also sprach Zarathustra, op. 30: Das Nachtwandlerlied",Richard Strauss,50 Years on Decca: Original Jacket Collection,0.0175537467003,0.9824462533,0.802285850048,0.00253458367661,0.0212545860559,0.132223904133,0.00466856267303,0.0252491142601,0.00163518812042,0.0101482123137,0.0876131057739,0.23833826184300000,0.422386795282,0.132947087288,0.118714734912,0.127082690597,0.8729172945020000,0.7533121705060000,0.246687799692,8.28531119623E-06,110.08485412600000,spotify:track:5apXOdpCSHYXYwLhyGc29W,2,12,16,17,19,1
An Outlandish Suite: No. 2. Florida Night Song,Susan Dyer,It Aint Necessarily So,0.04896408692,0.951035916805,0.8191242814060000,0.00287219276652,0.00902384612709,0.115854516625,0.00841166917235,0.0279724001884,0.00209086434916,0.014650224708,0.042780969291900000,0.207067489624,0.491610705853,0.214779645205,0.0437611937523,0.044773865491200000,0.955226123333,0.928570151329,0.07142986357210000,0.108313910663,110.157371521,spotify:track:0BIfcezEZ2IJ7PN0WqxjLs,2,12,16,17,19,1
The Cloud Of Unknowing,Bill Nelson,Simplex,0.459359377623,0.540640592575,0.484576821327,0.00992971193045,0.0231630560011,0.202281922102,0.0426731668413,0.157140687108,0.0293348170817,0.0508998185396,0.07376909255980000,0.21998731792,0.597719967365,0.0872130170465,0.0213105939329,0.027753036469200000,0.972246944904,0.987030148506,0.0129698337987,0.631852686405,110.395927429,Not Found,2,12,16,17,19,1
Adrift,Wildernessking,... And the Night Swept Us Away,0.0197737924755,0.9802262187,0.652509331703,0.006813097279520000,0.021145906299400000,0.116235457361,0.0241534914821,0.149939388037,0.0144368009642,0.014766549691600000,0.07015292346480000,0.11022746563,0.7078238725660000,0.0604249536991,0.0513707771897,0.00132688356098,0.998673141003,0.839304745197,0.160695269704,0.35727745294600000,110.476287842,spotify:track:6yYC0BMnyIVqCha4s9tLn1,2,12,16,17,19,1
Tanguedía,Gary Burton,The Colors of Latin Jazz: A Latin Vibe!,0.18963983655,0.8103601336480000,0.424083143473,0.00293684913777,0.010512967594000000,0.345258355141,0.0754959881306,0.0938942059875,0.0211641211063,0.026654381305,0.07600502669810000,0.144927099347,0.502517163754,0.165305674076,0.111245028675,0.440027445555,0.559972584248,0.992194056511,0.0078059467487,0.7933390736580000,110.64427948,spotify:track:7Jsxo0gOFH9LBP7rdVdPnu,2,12,16,17,19,1
Die Sorge geht über den Fluss,Ekkehard Ehlers,A Life Without Fear,0.013410069979700000,0.9865899086,0.530345439911,0.00315362634137,0.011716674082,0.234046176076,0.022782290354400000,0.140549853444,0.0033368789590900000,0.0540690347552,0.0668507292867,0.182250261307,0.577471196651,0.147628933191,0.0257988683879,0.00468305451795,0.995316922665,0.882177352905,0.117822617292,0.469902306795,110.67040252700000,spotify:track:2eQNucHwHfsX2rpbg3IMrh,2,12,16,17,19,1
"Her Eyes, Her Voice",Carlo Siliotto,Nomad: The Warrior ,0.0280152074993,0.971984803677,0.623609125614,0.00407590996474,0.00730885146186,0.186415597796,0.0669401660562,0.08546822518110000,0.0073860357515500000,0.0187960974872,0.0813629776239,0.273108005524,0.5468657016750000,0.08675877004860000,0.0119045563042,0.0257673375309,0.974232673645,0.80192899704,0.198070988059,0.302230417728,110.726799011,spotify:track:6QPWqrf9aEhTVLtS1Uck9v,2,12,16,17,19,1
Death of Messala,Miklós Rózsa,Ben-Hur,0.17126828432100000,0.8287317156790000,0.349582970142,0.0126565909013,0.029059227556,0.250737130642,0.0178133156151,0.27518543601,0.0240479968488,0.0409173592925,0.170780271292,0.0614844821393,0.639356672764,0.0727590844035,0.0556194931269,0.00159555836581,0.998404443264,0.977439701557,0.0225602947176,0.422782093287,110.77467346200000,spotify:track:6VA9JvCNLb6wPWVV0UzFqO,2,12,16,17,19,1
"Also sprach Zarathustra, op. 30: Von der großen Sehnsucht",Richard Strauss,50 Years on Decca: Original Jacket Collection,0.048690572381,0.95130944252,0.840254962444,0.00174313387834,0.00228062784299,0.112900801003,0.010879563167700000,0.0275034774095,0.00230936845765,0.00212808325887,0.0611744113266,0.0730076879263,0.6863489151000000,0.15635286271600000,0.023116139695000000,0.29563036561,0.704369604588,0.988935172558,0.0110648274422,0.0407413765788,110.82244873,spotify:track:66K4LuOq13wlcHoUYUeL8m,2,12,16,17,19,1
A Gift for Little Miss,James Horner,Bicentennial Man,0.0144746201113,0.985525369644,0.631691634655,0.00198077247478,0.00338352099061,0.3273473382,0.0116646401584,0.0131207630038,0.00186055095401,0.00895079690963,0.0509999282658,0.0884061008692,0.642249405384,0.125022694468,0.0933218970895,0.0433784797788,0.956621527672,0.988104820251,0.0118951583281,0.0185000635684,110.98651123,spotify:track:6RxEb4FQO2tGZLEd8iunXf,2,12,16,17,19,1
The Starkiller,John Williams,Star Wars: The Force Awakens,0.0165446866304,0.983455300331,0.939792215824,0.00418135151267,0.00506605440751,0.031918454915300000,0.00610836734995,0.00727135129273,0.00316860922612,0.00249357079156,0.140458881855,0.090775758028,0.517418920994,0.140950754285,0.110395669937,0.116213984787,0.8837860226630000,0.6920197606090000,0.307980269194,0.07857436686750000,111.062927246,spotify:track:7olfP2L9CUVWXfCzwJgb4Z,2,12,16,17,19,1
Om,Karnivool,Asymmetry,0.00923249963671,0.990767478943,0.915448248386,0.00276529486291,0.0102045768872,0.045538712292900000,0.0025598264765,0.00974709913135,0.00185712159146,0.0118791153654,0.0976675152779,0.17039683461200000,0.415192067623,0.107697561383,0.209046021104,0.0153080262244,0.984691977501,1.0,2.05060546321E-09,0.0041002179496,111.140609741,spotify:track:1IkYl4f4tZGdje2Tlo1pvo,2,12,16,17,19,1
Winin\ Boy Blues (Song),Jelly Roll Morton,The Complete Library of Congress Recordings,3.00000096379E-14,1.0,0.562572479248,0.000352813978679,0.00367930205539,0.2713496387,0.00352663989179,0.0707922801375,0.00110907945782,0.0866177603602,0.062100425362600000,0.0996955633163,0.412957519293,0.0584717206657,0.366774767637,0.07291000336410000,0.927089989185,0.613402664661,0.386597365141,0.00684691686183,111.146766663,Not Found,2,12,16,17,19,1
untitled,Paralytic,Shining Captives Held From the Sun,0.00354948244058,0.996450543404,0.721536934376,0.00367858144455,0.024827953428000000,0.109171025455,0.00460932310671,0.0360607691109,0.00753319542855,0.092582218349,0.0968597307801,0.136705651879,0.411409258842,0.147413522005,0.207611843944,0.0493133738637,0.950686633587,1.0,4.35645830521E-09,0.098401941359,111.16646575900000,spotify:track:6z4FVX7GV4qDnuEwoylnnf,2,12,16,17,19,1
Heliopolis,Sephiroth,Cathedron,0.0281064733863,0.971893548965,0.806964814663,0.00649167411029,0.010001026094,0.0505772158504,0.017899667844200000,0.0790035873652,0.0104662999511,0.018595699220900000,0.0984742194414,0.08909682929520000,0.556102871895,0.131262496114,0.125063583255,0.0110905095935,0.988909482956,0.978450715542,0.0215492602438,0.726114451885,111.170326233,Not Found,2,12,16,17,19,1
"Étude No. 43, Op. 25 No. 12 C-sharp minor (left hand)",Leopold Godowsky,The Complete Studies on Chopins Études,3.20752610605E-06,0.999996781349,0.959026396275,0.00199304451235,0.002367378911,0.00876807887107,0.00535664986819,0.008252868428830000,0.00455490825698,0.00968066602945,0.0352014787495,0.0385814122856,0.8129773736,0.0670972168446,0.0461425185204,0.226596072316,0.773403942585,0.996582388878,0.00341760134324,0.271911114454,111.17388916,Not Found,2,12,16,17,19,1
Glimpse,Steve Roach,Worlds Edge,0.0032687990460500000,0.996731221676,0.904912412167,0.00260141678154,0.00435821851715,0.0214942209423,0.0231915898621,0.0255878809839,0.00816932227463,0.00968494359404,0.146633967757,0.306715250015,0.31227201223400000,0.139491289854,0.0948874726892,0.0579421259463,0.942057847977,0.968673229218,0.0313267782331,0.217608556151,111.18016052200000,spotify:track:79YGMeJ6EpHdOBzOEZggug,2,12,16,17,19,1
"Sonata, S.R. 103 Modo Dorico in C minor",Padre Antonio Soler,Sonatas,0.0459898151457,0.95401018858,0.78722012043,0.000513765320648,0.000552542391233,0.204767197371,0.00129612488672,0.00135926972143,0.000861414941028,0.003429567208510000,0.0841133221984,0.113690331578,0.465447962284,0.108799658716,0.227948710322,0.176578521729,0.823421478271,0.999999701977,2.75360122259E-07,0.25847145915,111.186523438,Not Found,2,12,16,17,19,1
415,Fennesz + Sakamoto,Flumina,0.00973367877305,0.99026632309,0.727667570114,0.00189953413792,0.00745643628761,0.201884821057,0.0101447356865,0.0368327796459,0.00129975331947,0.0128143811598,0.0532367452979,0.07143656909470000,0.6003577113150000,0.161667093635,0.113301880658,0.308910429478,0.691089570522,0.655217587948,0.344782412052,0.0377141945064,111.19274902300000,Not Found,2,12,16,17,19,1
Pace Car,Zelienople,Ink,0.022228274494400000,0.977771699429,0.963158071041,0.00303793512285,0.00525667518377,0.00532774860039,0.00317122321576,0.00867115240544,0.00689755007625,0.00447963224724,0.07396310567860000,0.0781819596887,0.444320499897,0.0669864118099,0.336548030376,0.12983261048800000,0.870167374611,0.999982655048,1.73458192876E-05,0.184329390526,111.214500427,spotify:track:6ExUbol1L5tuot9IUH2q9f,2,12,16,17,19,1
"03. nocturne no. 1, op. 48 in c minor",artur rubnstein,The Chopin Collection,0.00412484724075,0.995875179768,0.947840929031,0.0005961674614810000,0.00107035203837,0.0446544736624,0.000353644019924,0.0012838017428300000,0.000689786451403,0.00351085024886,0.0600220672786,0.0688354596496,0.624628245831,0.12841944396500000,0.118094824255,0.0217453017831,0.978254675865,0.999999165535,8.61105604599E-07,0.005364656914030000,111.28943634,Not Found,2,12,16,17,19,1
A Flower Is a Lovesome Thing,Nancy Marano,If You Could See Us Now,0.0277480520308,0.972251951694,0.397982746363,0.00651586055756,0.0127845015377,0.381714880466,0.09725201129910000,0.0668260157108,0.010006095282700000,0.0269178878516,0.0627935305238,0.0582409575582,0.528078377247,0.112407065928,0.238480061293,0.0157325826585,0.984267413616,0.757710337639,0.242289662361,0.0590863451362,111.45496368400000,spotify:track:0PpgLPRXNlxJldYa5J3qrv,2,12,16,17,19,1
Long Lost Dog of It,Black Flag,Family Man,0.08009223639970000,0.919907748699,0.275949537754,0.0335619822145,0.0434413924813,0.13165892660600000,0.117414370179,0.24116961658,0.110657356679,0.0461468137801,0.169816762209,0.171017304063,0.531267523766,0.0822493359447,0.0456490777433,0.0548238903284,0.945176124573,0.99999922514,7.90886872437E-07,0.7152172327040000,111.46438598600000,spotify:track:16zRthnTFHMmYjXyFnvxBn,2,12,16,17,19,1
Within the Sand Palace of Amang,Erang,"King of Nothing, Slave to No One",0.0072515341453300000,0.992748439312,0.455194085836,0.00502539565787,0.011684026569100000,0.161007255316,0.11521191895,0.208957791328,0.0304180532694,0.012501468882,0.120919644833,0.207029163837,0.34220942854900000,0.208089470863,0.121752291918,0.017535565421000000,0.982464432716,0.99241065979,0.00758934533224,0.882041335106,111.532501221,spotify:track:4M1jdFX8YAh76LO5FRyHe8,2,12,16,17,19,1
"Overture In The French Style in B-minor, BWV 831: XI. Echo",Johann Sebastian Bach,The English Suites / Overture in the French Style,0.0402928963304,0.959707081318,0.928049385548,0.00206039519981,0.00363522395492,0.0269757639617,0.00638065673411,0.0083840675652,0.0023965886794,0.0221178997308,0.0547004938126,0.18210004270100000,0.597520649433,0.146879628301,0.0187991540879,0.109180174768,0.8908198475840000,0.999999642372,3.46979646793E-07,0.896281063557,111.555885315,spotify:track:0K1D8D561gnjV0XfyAmP5t,2,12,16,17,19,1
"Tosca (2002 - Remaster), Act II: Io tenni la promessa (Scarpia/Tosca)","Tito Gobbi/Maria Callas/Orchestra del Teatro alla Scala, Milano/Victor de Sabata",Tosca,0.0582044683397,0.941795527935,0.844013035297,0.00238052522764,0.0054152393713600000,0.0621847659349,0.031948633492,0.0270426683128,0.0065568187274,0.0204583145678,0.0612058565021,0.117919594049,0.686898291111,0.110936447978,0.0230398401618,0.196764022112,0.803235948086,0.659324526787,0.340675443411,0.282077074051,111.60193634,Not Found,2,12,16,17,19,1
One,2002,Savitri,0.0339560955763,0.966043889523,0.8333122134210000,0.0008118935511450000,0.0012305725831500000,0.013405107893,0.0469753444195,0.0969006121159,0.005816950928420000,0.00154729967471,0.08125520497560000,0.143517270684,0.4585020244120000,0.08690513670440000,0.229820355773,0.124180674553,0.8758193254470000,0.910917878151,0.0890821069479,0.47398391366,111.607032776,spotify:track:0yuNk7FOI3Qqp5EVEmdIdS,2,12,16,17,19,1
For The Isle Of Reverie,...Of Sinking Ships,The Amaranthine Sea,1.99590522243E-06,0.999998033047,0.3490658402440000,0.0189279839396,0.0128071373329,0.0559379272163,0.0991035848856,0.1564373523,0.264296978712,0.0434231907129,0.08608013391490000,0.0619016066194,0.6467095613480000,0.0780685469508,0.127240151167,0.346053242683,0.653946757317,0.999993801117,6.18464082436E-06,0.928878903389,111.65814209,spotify:track:7Ah50zs7jzkHFA7HUg9Ju4,2,12,16,17,19,1
"Beginning Is Easy, Continuing Is Hard",Dakota Suite,Accompanying Music from Other Rooms,0.00990672502667,0.990093290806,0.8769553899770000,0.00378711358644,0.00865651294589,0.07329548895360000,0.00678335130215,0.021726064384,0.0028096360620100000,0.005986444652080000,0.0409449525177,0.0911623314023,0.7567154169080000,0.08735773712400000,0.0238195564598,0.0954387113452,0.904561281204,0.623961389065,0.376038640738,0.133860185742,111.688575745,Not Found,2,12,16,17,19,1
Hack to the Future,Michael Giacchino,Star Trek: The Deluxe Edition,0.0300288423896,0.969971179962,0.903466403484,0.0020550773479,0.006667440757160000,0.0392348915339,0.00665882276371,0.0263493843377,0.00226408056915,0.0133038964123,0.0934096649289,0.228178814054,0.4907645881180000,0.141484841704,0.046162087470300000,0.0408051535487,0.959194839001,0.997100770473,0.00289922440425,0.00026338826865,111.71361541700000,Not Found,2,12,16,17,19,1
Shape to Shore,Marcus Fischer,Monocoastal,0.0832488387823,0.916751146317,0.434231191874,0.00953995622694,0.061061758548,0.25550866127,0.0116614233702,0.146923914552,0.0131079433486,0.0679651424289,0.048477593809400000,0.0545937418938,0.567009925842,0.08388033509250000,0.246038407087,0.00122583820485,0.998774170876,0.999999582767,3.88624243897E-07,0.072657354176,111.73434448200000,spotify:track:04EsRXEpbnUhUBNgem6Jqd,2,12,16,17,19,1
Mondsee Variations: VI,Paul Bley,Solo in Mondsee,3.43302917827E-06,0.999996542931,0.919443786144,0.000306226196699,0.000528617354576,0.064677387476,0.00211037392728,0.0116566317156,0.000390071276342,0.0008869097218850000,0.098691239953,0.1234851107,0.536183595657,0.172943845391,0.0686962008476,0.0401549264789,0.959845066071,0.973911225796,0.026088796556,0.236306771636,111.74557495100000,spotify:track:0OWKoIZ2I8cnhKK6wyboqX,2,12,16,17,19,1
10-los locos,Bonham,Mad Hatter,0.207637697458,0.792362332344,0.581262767315,0.006687709596010000,0.026553990319400000,0.0769006237388,0.0520553439856,0.197303086519,0.0353041402996,0.0239323657006,0.08698333054780000,0.140181422234,0.454795956612,0.110320962965,0.20771831274,0.0927879586816,0.907212018967,0.986798763275,0.013201224617700000,0.17940668761700000,111.76184082,Not Found,2,12,16,17,19,1
