CA_code,VA_code,estimate,ASE,flag
C13B,V16A,49.3,5.1,
C13C,V16A,47.9,9.3,
C13D,V16A,48,6.8,
C13A,V16B,2.9,1.2,*
C13B,V16B,3.5,3.8,***
C13C,V16B,8.5,6.4,**
C13D,V16B,7.1,5.7,**
C13A,V16C,4.9,1.7,*
C13B,V16C,10.5,6.3,**
C13C,V16C,11.4,13.3,***
C13D,V16C,6.8,4.3,**
C13A,V16D,30,3.3,
C13B,V16D,29,7.3,
C13C,V16D,22.3,10.4,*
C13D,V16D,28.7,8.2,
C13A,V16E,62.1,3.4,
C13B,V16E,57,8.7,
C13C,V16E,57.8,13.2,
C13D,V16E,57.4,10,
C13A,V17A,68.6,2.3,
C13B,V17A,60,6,
C13C,V17A,55.6,13.9,
C13D,V17A,72.6,5.7,
C13A,V17B,19,2.7,
C13B,V17B,22.3,8.5,*
C13C,V17B,20.3,9.7,*
C13D,V17B,17.3,6.1,*
C13A,V17C,14.8,2,
C13B,V17C,14,5.1,*
C13C,V17C,17.9,11.9,**
C13D,V17C,8.3,4.3,**
C13A,V17D,30.4,2.5,
C13B,V17D,31.2,6.5,
C13C,V17D,24.8,7.9,*
C13D,V17D,40.6,8,
C13A,V17E,35.8,2.9,
C13B,V17E,32.5,6.8,
C13C,V17E,37,10.5,
C13D,V17E,33.8,7.3,
C13A,V18A,58,2.4,
C13B,V18A,85,4.6,
C13C,V18A,58,8.4,
C13D,V18A,30.6,4.7,
C13A,V18B,61.3,2.8,
C13B,V18B,82.5,4.6,
C13C,V18B,76,10.7,
C13D,V18B,53.7,11.2,
C13A,V18C,12.5,2.5,
C13B,V18C,8,3.8,*
C13C,V18C,S,,
C13D,V18C,12.2,6,*
C13A,V18D,19.3,2.6,
C13B,V18D,6.5,3.2,*
C13C,V18D,15.1,8.1,**
C13D,V18D,23.4,8.2,*
C13A,V18E,7,1.6,
C13B,V18E,3,2.8,**
C13C,V18E,3.5,3.7,***
C13D,V18E,10.7,6.9,**
C13A,V19A,28.3,2.2,
C13B,V19A,62.3,5.5,
C13C,V19A,35.7,9.6,
C13D,V19A,15.6,3.9,
C13A,V19B,33.3,4,
C13B,V19B,61.6,7.4,
C13C,V19B,52,14.7,
C13D,V19B,29.7,13.3,*
C13A,V19C,15.2,3.6,
C13B,V19C,16.5,5.2,*
C13C,V19C,21.4,10.8,**
C13D,V19C,22,13.4,**
C13A,V19D,28.5,3.9,
C13B,V19D,11.1,4.3,*
C13C,V19D,21,13.3,**
C13D,V19D,30.5,15.2,*
C13A,V19E,23,3.7,
C13B,V19E,10.8,5.6,**
C13C,V19E,5.7,5.4,**
C13D,V19E,17.8,10.8,**
C13A,V20A,3.6,0.8,
C13B,V20A,16.9,4.2,
C13C,V20A,6.5,4.9,**
C13D,V20A,1.4,1.1,**
C13A,V20B,24.1,11.2,*
C13B,V20B,46.5,14.6,*
C13C,V20B,S,,
C13D,V20B,S,,
C13A,V20C,6.9,5.6,**
C13B,V20C,7.4,6.5,**
C13C,V20C,S,,
C13D,V20C,S,,
C13A,V20D,19.6,10.6,**
C13B,V20D,20.7,10.7,**
C13C,V20D,85,21.2,
C13D,V20D,S,,
C13A,V20E,49.4,12.6,
C13B,V20E,25.4,13.1,**
C13C,V20E,S,,
C13D,V20E,S,,
C13A,V21A,25.8,2.2,
C13B,V21A,53,4.9,
C13C,V21A,26.3,7.8,
C13D,V21A,12.1,4.1,*
C13A,V21B,25.4,4.1,
C13B,V21B,47.1,8.1,
C13C,V21B,40.9,16.4,*
C13D,V21B,23.3,14.5,**
C13A,V21C,13.8,3.7,
C13B,V21C,12.5,5.2,*
C13C,V21C,12.5,11.5,**
C13D,V21C,S,,
C13A,V21D,26.8,4.2,
C13B,V21D,19.3,5.5,
C13C,V21D,28.4,14.8,**
C13D,V21D,26.3,14.9,**
C13A,V21E,34,5.1,
C13B,V21E,21.1,6.3,
C13C,V21E,18.3,10.8,**
C13D,V21E,44.9,18.5,*
C13A,V22A,18.7,2.1,
C13B,V22A,60.3,6.1,
C13C,V22A,33.5,8.6,
C13D,V22A,13,3.9,
C13A,V22B,4.6,2.5,**
C13B,V22B,17.4,5.7,*
C13C,V22B,S,,
C13D,V22B,S,,
C13A,V22C,4.7,2.3,*
C13B,V22C,14.4,7.1,*
C13C,V22C,S,,
C13D,V22C,S,,
C13A,V22D,19.9,4.8,
C13B,V22D,23.8,5.5,
C13C,V22D,33.1,16.3,*
C13D,V22D,21.4,12.5,**
C13A,V22E,70.8,5.2,
C13B,V22E,44.4,10.1,
C13C,V22E,50,12.7,
C13D,V22E,66.2,15.5,
C14A,V00T,33.2,0,
C14B,V00T,10.9,0,
C14C,V00T,11.2,0.6,
C14D,V00T,21,0.6,
C14E,V00T,12.9,0,
C14F,V00T,10.8,0,
C14A,V01A,81.9,3.5,
C14B,V01A,85.7,5.8,
C14C,V01A,86.3,4.6,
C14D,V01A,81.3,4.4,
C14E,V01A,86.9,5.1,
C14F,V01A,84.2,4.2,
C14A,V01B,18.1,3.5,
C14B,V01B,14.3,5.8,*
C14C,V01B,13.7,4.6,*
C14D,V01B,18.7,4.4,
C14E,V01B,13.1,5.1,*
C14F,V01B,15.8,4.2,
C14A,V01C,39,9.7,
C14B,V01C,28.3,17.3,**
C14C,V01C,20.7,19.2,**
C14D,V01C,25.8,12.1,*
C14E,V01C,33.3,23.3,**
C14F,V01C,35.8,21,**
C14A,V01D,21.6,9.6,*
C14B,V01D,26.7,14.4,**
C14C,V01D,20.2,14.7,**
C14D,V01D,31.1,12.8,*
C14E,V01D,18.9,14.8,**
C14F,V01D,24,14.3,**
C14A,V01E,39.4,12,*
C14B,V01E,45.1,14.4,*
C14C,V01E,59,25.7,*
C14D,V01E,43.1,10,
C14E,V01E,47.8,25.4,**
C14F,V01E,40.2,15.4,*
C14A,V02A,60.5,4.8,
C14B,V02A,69.6,7,
C14C,V02A,64.1,6.3,
C14D,V02A,59.8,4.3,
C14E,V02A,70,7.2,
C14F,V02A,64.2,6.3,
C14A,V02B,39.5,4.8,
C14B,V02B,30.4,7,
C14C,V02B,35.9,6.3,
C14D,V02B,40.2,4.3,
C14E,V02B,30,7.2,
C14F,V02B,35.8,6.3,
C14A,V02C,16.9,6.1,*
C14B,V02C,16.8,8,*
C14C,V02C,28.8,7.8,
C14D,V02C,19.4,5.8,
C14E,V02C,17.2,8.6,**
C14F,V02C,13.2,6.1,*
C14A,V02D,16.4,4.8,
C14B,V02D,16.9,7.6,*
C14C,V02D,16.1,13.2,**
C14D,V02D,11.2,5.7,**
C14E,V02D,20.2,14.6,**
C14F,V02D,19.1,11.3,**
C14A,V02E,23.5,6,
C14B,V02E,27.9,9.4,*
C14C,V02E,17,9.8,**
C14D,V02E,34.5,7.9,
C14E,V02E,26,7.2,
C14F,V02E,25.3,8.7,*
C14A,V02F,43.1,7.5,
C14B,V02F,38.4,11.7,*
C14C,V02F,38.2,14.1,*
C14D,V02F,35,6.5,
C14E,V02F,36.6,15.5,*
C14F,V02F,42.4,11.3,
C14A,V03A,38.9,4,
C14B,V03A,64,7.8,
C14C,V03A,46.6,7.5,
C14D,V03A,45.5,4.3,
C14E,V03A,52,7.8,
C14F,V03A,51.4,8.1,
C14A,V03B,82.6,3.8,
C14B,V03B,83.3,4.4,
C14C,V03B,81.9,5,
C14D,V03B,80.7,3.5,
C14E,V03B,86.3,4,
C14F,V03B,86,4,
C14A,V03C,22.5,4.1,
C14B,V03C,46.7,8.1,
C14C,V03C,34.7,7.6,
C14D,V03C,28.1,4,
C14E,V03C,34,8,
C14F,V03C,38.3,6.5,
C14A,V04A,17.4,3.3,
C14B,V04A,15.6,4.6,
C14C,V04A,14.5,5.8,*
C14D,V04A,15.2,3.3,
C14E,V04A,18.9,4.3,
C14F,V04A,16.6,5.6,*
C14A,V04B,4.3,2.1,*
C14B,V04B,S,,
C14C,V04B,1.9,1.4,**
C14D,V04B,3,1.9,**
C14E,V04B,1,0.8,**
C14F,V04B,2.6,2.8,***
C14A,V04C,4,1.6,*
C14B,V04C,4.8,2.4,*
C14C,V04C,5.7,3.3,**
C14D,V04C,4.4,1.8,*
C14E,V04C,4.2,2.4,**
C14F,V04C,3.5,2.9,**
C14A,V04D,74.3,3.4,
C14B,V04D,78.9,5.3,
C14C,V04D,77.9,5.7,
C14D,V04D,77.5,3.8,
C14E,V04D,75.9,4.3,
C14F,V04D,77.2,6.3,
C14A,V05A,65.4,4.6,
C14B,V05A,60.2,7.1,
C14C,V05A,60.2,5.1,
C14D,V05A,52.2,4.1,
C14E,V05A,66.8,5.3,
C14F,V05A,64.6,6.8,
C14A,V05B,5.3,2.2,*
C14B,V05B,5.5,2.5,*
C14C,V05B,4.6,2.7,**
C14D,V05B,6.1,2.2,*
C14E,V05B,5.6,2.8,**
C14F,V05B,3.3,2.3,**
C14A,V05C,4.2,1.5,*
C14B,V05C,4.4,2.6,**
C14C,V05C,3.9,2.6,**
C14D,V05C,5.8,1.9,*
C14E,V05C,5.7,3.3,**
C14F,V05C,6,3.1,**
C14A,V05D,25.1,3.8,
C14B,V05D,29.9,7.5,
C14C,V05D,31.3,4.6,
C14D,V05D,35.8,4.3,
C14E,V05D,21.9,4.8,
C14F,V05D,26.1,5.2,
C14A,V06A,25.9,3.4,
C14B,V06A,27.3,5.1,
C14C,V06A,28.8,6.4,
C14D,V06A,26.8,4.2,
C14E,V06A,30.6,5.7,
C14F,V06A,32.8,7.4,
C14A,V06B,6.8,2.1,*
C14B,V06B,6.1,2.9,*
C14C,V06B,5.4,3.2,**
C14D,V06B,7.6,2.8,*
C14E,V06B,6.3,3.5,**
C14F,V06B,4.9,3.1,**
C14A,V06C,5.9,1.9,*
C14B,V06C,5.9,3.3,**
C14C,V06C,4.7,2.3,*
C14D,V06C,4.4,1.5,*
C14E,V06C,6.4,4.1,**
C14F,V06C,6.2,3.2,**
C14A,V06D,61.3,3.5,
C14B,V06D,60.8,6.1,
C14C,V06D,61.2,7.1,
C14D,V06D,61.2,4.8,
C14E,V06D,56.7,8.4,
C14F,V06D,56.2,7.6,
C14A,V07A,8,2.4,
C14B,V07A,4.3,3,**
C14C,V07A,6,3.3,**
C14D,V07A,4.9,1.6,*
C14E,V07A,4.9,2.1,*
C14F,V07A,3,1.8,**
C14A,V07B,1.4,1,**
C14B,V07B,2.5,2.2,**
C14C,V07B,S,,
C14D,V07B,S,,
C14E,V07B,2,2.1,***
C14F,V07B,S,,
C14A,V07C,2.9,1.5,**
C14B,V07C,3.5,2.2,**
C14C,V07C,1.6,1.5,**
C14D,V07C,3,2,**
C14E,V07C,0.9,0.8,**
C14F,V07C,2.8,2.7,**
C14A,V07D,87.7,2.6,
C14B,V07D,89.6,3.9,
C14C,V07D,90.6,4,
C14D,V07D,91.2,2.6,
C14E,V07D,92.3,3,
C14F,V07D,94.1,2.9,
C14A,V08A,5.7,1.9,*
C14B,V08A,5.5,2.8,**
C14C,V08A,6.5,3.8,**
C14D,V08A,5.7,2.4,*
C14E,V08A,3.7,2.1,**
C14F,V08A,4.1,2.3,**
C14A,V08B,2.6,1.3,*
C14B,V08B,2.4,2.2,**
C14C,V08B,1.6,1.3,**
C14D,V08B,0.9,0.8,**
C14E,V08B,1.2,1.5,***
C14F,V08B,3.6,2.2,**
C14A,V08C,4.3,1.7,*
C14B,V08C,4.7,2.6,**
C14C,V08C,1.6,2.2,***
C14D,V08C,3.6,1.6,*
C14E,V08C,2.5,1.6,**
C14F,V08C,2.5,1.7,**
C14A,V08D,87.4,2.8,
C14B,V08D,87.4,4.4,
C14C,V08D,90.2,4.5,
C14D,V08D,89.8,3.1,
C14E,V08D,92.6,3.3,
C14F,V08D,89.8,3.8,
C14A,V09A,9.8,2.3,
C14B,V09A,9.6,3.1,*
C14C,V09A,12.4,4.2,*
C14D,V09A,11.8,2.3,
C14E,V09A,12.4,3,
C14F,V09A,13.9,4.4,*
C14A,V09B,1.9,0.9,*
C14B,V09B,3.5,2.2,**
C14C,V09B,1.4,1.4,***
C14D,V09B,1.7,1.1,**
C14E,V09B,4.3,1.7,*
C14F,V09B,3,2.3,**
C14A,V09C,4.7,1.7,*
C14B,V09C,7.7,3.7,*
C14C,V09C,6.8,3.4,**
C14D,V09C,4.3,1.5,*
C14E,V09C,6.1,2.9,*
C14F,V09C,3.6,2.3,**
C14A,V09D,83.6,3.1,
C14B,V09D,79.2,4,
C14C,V09D,79.4,5,
C14D,V09D,82.2,3,
C14E,V09D,77.2,4.7,
C14F,V09D,79.5,5.7,
C14A,V10A,8.7,2.5,
C14B,V10A,9.4,3.4,*
C14C,V10A,6.9,3.3,*
C14D,V10A,7.3,2.1,
C14E,V10A,8.6,3.4,*
C14F,V10A,7.4,2.7,*
C14A,V10B,3,1.7,**
C14B,V10B,4.1,2.7,**
C14C,V10B,3.2,1.8,**
C14D,V10B,3,1.7,**
C14E,V10B,2.1,1.7,**
C14F,V10B,3.1,2.3,**
C14A,V10C,7.6,2.1,
C14B,V10C,5.9,2.7,*
C14C,V10C,3.7,3,**
C14D,V10C,4.2,1.5,*
C14E,V10C,5.7,3.5,**
C14F,V10C,3,1.7,**
C14A,V10D,80.7,3.4,
C14B,V10D,80.6,4.9,
C14C,V10D,86.2,4.4,
C14D,V10D,85.5,3.4,
C14E,V10D,83.6,5.4,
C14F,V10D,86.5,4.1,
C14A,V11A,34.5,4.4,
C14B,V11A,37.2,5.9,
C14C,V11A,28.7,5.8,
C14D,V11A,30.3,5,
C14E,V11A,41.3,5.7,
C14F,V11A,36.7,6.4,
C14A,V11B,5.9,3.7,**
C14B,V11B,S,,
C14C,V11B,S,,
C14D,V11B,2.6,2.3,**
C14E,V11B,3.4,3.3,**
C14F,V11B,S,,
C14A,V11C,10,4.5,*
C14B,V11C,5.8,4.2,**
C14C,V11C,7.2,6.4,**
C14D,V11C,5.5,2.8,**
C14E,V11C,3.9,3.6,**
C14F,V11C,6.9,5.5,**
C14A,V11D,40.7,6.6,
C14B,V11D,37.9,9.7,
C14C,V11D,27.7,7.1,
C14D,V11D,36.6,8.8,
C14E,V11D,32.3,7.8,
C14F,V11D,35.8,10.5,
C14A,V11E,43.4,5.7,
C14B,V11E,54.6,9.9,
C14C,V11E,61.7,8.4,
C14D,V11E,55.3,8.7,
C14E,V11E,60.3,7.7,
C14F,V11E,54.8,11.7,
C14A,V12A,36.8,5.2,
C14B,V12A,37.5,6.6,
C14C,V12A,44.8,6.6,
C14D,V12A,39.6,4.6,
C14E,V12A,49.4,5.9,
C14F,V12A,40.9,6.1,
C14A,V12B,8.8,4.4,**
C14B,V12B,4.6,3.2,**
C14C,V12B,S,,
C14D,V12B,3.2,2.4,**
C14E,V12B,7.2,7.8,***
C14F,V12B,S,,
C14A,V12C,5.9,2.7,*
C14B,V12C,9.9,6.4,**
C14C,V12C,11.5,8.2,**
C14D,V12C,5.2,2.8,**
C14E,V12C,11.4,9.4,**
C14F,V12C,5.7,4.7,**
C14A,V12D,32.8,6.8,
C14B,V12D,32.4,11.2,*
C14C,V12D,20.9,7.1,*
C14D,V12D,20.7,4.3,
C14E,V12D,26.7,8.3,*
C14F,V12D,32,10.4,*
C14A,V12E,52.5,7.5,
C14B,V12E,53.1,11.7,
C14C,V12E,65.1,10,
C14D,V12E,70.9,5.5,
C14E,V12E,54.6,9.6,
C14F,V12E,58.9,10.8,
C14A,V13A,47.4,4.4,
C14B,V13A,49.8,6.1,
C14C,V13A,42.8,5.7,
C14D,V13A,43.2,4.4,
C14E,V13A,50.5,7.7,
C14F,V13A,43.2,6.3,
C14A,V13B,4.6,2.4,**
C14B,V13B,S,,
C14C,V13B,S,,
C14D,V13B,6.1,4.3,**
C14E,V13B,S,,
C14F,V13B,S,,
C14A,V13C,5.2,2.7,**
C14B,V13C,10.9,5.2,*
C14C,V13C,S,,
C14D,V13C,6.2,2.8,*
C14E,V13C,11.6,9.9,**
C14F,V13C,3.9,3,**
C14A,V13D,36.6,6,
C14B,V13D,27.3,8.5,*
C14C,V13D,35.7,9.7,
C14D,V13D,31.8,5.9,
C14E,V13D,31,8.5,
C14F,V13D,38.7,6.8,
C14A,V13E,53.6,5.7,
C14B,V13E,60.6,8.4,
C14C,V13E,59.6,9.5,
C14D,V13E,55.9,6.6,
C14E,V13E,55.1,7.2,
C14F,V13E,56.9,7.3,
C14A,V14A,39.2,4.6,
C14B,V14A,51.1,6.1,
C14C,V14A,37.2,7,
C14D,V14A,37.1,5.6,
C14E,V14A,48.3,9.2,
C14F,V14A,45.5,6.8,
C14A,V14B,2.9,2.1,**
C14B,V14B,1.6,1.3,**
C14C,V14B,S,,
C14D,V14B,3.6,3.5,**
C14E,V14B,S,,
C14F,V14B,3,2.3,**
C14A,V14C,4.6,2.6,**
C14B,V14C,6.3,5.3,**
C14C,V14C,S,,
C14D,V14C,3.2,1.6,**
C14E,V14C,3.6,2.5,**
C14F,V14C,7.2,4.8,**
C14A,V14D,36.3,5.9,
C14B,V14D,30.8,7.1,
C14C,V14D,24.2,8.7,*
C14D,V14D,29.4,5,
C14E,V14D,35.1,7.4,
C14F,V14D,34.6,7.6,
C14A,V14E,56.2,6.3,
C14B,V14E,61.2,7.8,
C14C,V14E,71.4,8.1,
C14D,V14E,63.8,5.6,
C14E,V14E,60.8,7.1,
C14F,V14E,55.2,6.6,
C14A,V15A,35.3,4.7,
C14B,V15A,27.1,5.8,
C14C,V15A,33.7,5.7,
C14D,V15A,27.8,5,
C14E,V15A,38.5,6.5,
C14F,V15A,35.3,5.6,
C14A,V15B,6.6,3.3,*
C14B,V15B,S,,
C14C,V15B,S,,
C14D,V15B,2.8,2.4,**
C14E,V15B,4.3,3.1,**
C14F,V15B,3.8,3.3,**
C14A,V15C,5.1,2.9,**
C14B,V15C,9.8,8.8,**
C14C,V15C,S,,
C14D,V15C,S,,
C14E,V15C,5.4,4.1,**
C14F,V15C,3.7,3.3,**
C14A,V15D,31.6,6.1,
C14B,V15D,26.1,10.9,*
C14C,V15D,30.3,10.2,*
C14D,V15D,29.1,7,
C14E,V15D,24.6,7.9,*
C14F,V15D,39.4,12.8,*
C14A,V15E,56.7,6.7,
C14B,V15E,61.3,11.8,
C14C,V15E,62,10.7,
C14D,V15E,66,7.1,
C14E,V15E,65.7,8.6,
C14F,V15E,53.2,12,
C14A,V16A,45.7,4.5,
C14B,V16A,51.9,7,
C14C,V16A,48.6,6.1,
C14D,V16A,45.4,4,
C14E,V16A,56.8,5.7,
C14F,V16A,57.5,6.4,
C14A,V16B,6.9,3.3,*
C14B,V16B,S,,
C14C,V16B,4.5,3.2,**
C14D,V16B,2.4,1.8,**
C14E,V16B,S,,
C14F,V16B,3.9,4.1,***
C14A,V16C,9,4.4,*
C14B,V16C,5.8,4.1,**
C14C,V16C,5.9,4.2,**
C14D,V16C,5.7,2.9,**
C14E,V16C,5,3.3,**
C14F,V16C,3.6,3.2,**
C14A,V16D,26.9,4.8,
C14B,V16D,27.8,7.3,
C14C,V16D,25.8,7.2,
C14D,V16D,29,5.2,
C14E,V16D,36.3,7.3,
C14F,V16D,32.4,8.4,
C14A,V16E,57.2,6,
C14B,V16E,65.2,8.4,
C14C,V16E,63.8,9.2,
C14D,V16E,63,6.3,
C14E,V16E,57.9,6.8,
C14F,V16E,60.1,7.8,
C14A,V17A,68.7,5.3,
C14B,V17A,62.4,7.5,
C14C,V17A,57.6,7.2,
C14D,V17A,63.6,4.1,
C14E,V17A,79.1,4.3,
C14F,V17A,70.5,4.4,
C14A,V17B,20.2,4,
C14B,V17B,15.9,6.1,*
C14C,V17B,22,10,*
C14D,V17B,15.2,3.8,
C14E,V17B,22.4,7.3,*
C14F,V17B,18,5.8,*
C14A,V17C,13.6,3.3,
C14B,V17C,16.2,4.9,*
C14C,V17C,8.2,4.3,**
C14D,V17C,10.5,3.7,*
C14E,V17C,17.8,5,
C14F,V17C,15.7,5.8,*
C14A,V17D,33.3,4.4,
C14B,V17D,30.6,5,
C14C,V17D,24.1,8.1,*
C14D,V17D,32.3,6.1,
C14E,V17D,32.3,5.6,
C14F,V17D,33.5,8,
C14A,V17E,33,4.8,
C14B,V17E,37.3,5.7,
C14C,V17E,45.6,8.4,
C14D,V17E,41.9,5.3,
C14E,V17E,27.5,5.3,
C14F,V17E,32.7,8.5,
C14A,V18A,48.8,4.1,
C14B,V18A,55.7,6,
C14C,V18A,67.3,6.9,
C14D,V18A,62.2,4.3,
C14E,V18A,57.9,9.2,
C14F,V18A,52.1,5,
C14A,V18B,61.8,5.4,
C14B,V18B,60.2,7.8,
C14C,V18B,63.8,8.6,
C14D,V18B,73.3,4.3,
C14E,V18B,56.3,8.7,
C14F,V18B,62.4,7.2,
C14A,V18C,10.3,3.6,*
C14B,V18C,13.8,6.8,*
C14C,V18C,12.5,6.9,**
C14D,V18C,7.2,3.1,*
C14E,V18C,15.7,5.9,*
C14F,V18C,14.6,6.2,*
C14A,V18D,21.2,4.5,
C14B,V18D,16.1,6.1,*
C14C,V18D,18.7,6.5,*
C14D,V18D,14,3.2,
C14E,V18D,18.4,5.5,
C14F,V18D,19.2,5.2,
C14A,V18E,6.7,2.9,*
C14B,V18E,9.8,5.4,**
C14C,V18E,5.1,3.8,**
C14D,V18E,5.5,2.3,*
C14E,V18E,9.7,4.9,**
C14F,V18E,3.8,3,**
C14A,V19A,25.2,3.4,
C14B,V19A,34.4,6.4,
C14C,V19A,39,6.4,
C14D,V19A,35.9,4,
C14E,V19A,24.1,6.3,
C14F,V19A,26.8,5.6,
C14A,V19B,35.4,7.5,
C14B,V19B,35.3,7.4,
C14C,V19B,55.4,12.3,
C14D,V19B,43.6,7.6,
C14E,V19B,28.6,11.4,*
C14F,V19B,44.3,10.4,
C14A,V19C,20.3,6.8,*
C14B,V19C,10.9,4.3,*
C14C,V19C,12.8,9.5,**
C14D,V19C,17.8,5.8,*
C14E,V19C,18,8.4,*
C14F,V19C,11.4,7.5,**
C14A,V19D,23,7,*
C14B,V19D,35.1,8.6,
C14C,V19D,20.8,6.9,*
C14D,V19D,22.2,5.8,
C14E,V19D,29.9,11.4,*
C14F,V19D,25.6,10.5,*
C14A,V19E,21.3,7.6,*
C14B,V19E,18.8,8.8,*
C14C,V19E,11,5.9,**
C14D,V19E,16.4,5.7,*
C14E,V19E,23.6,9.6,*
C14F,V19E,18.7,9.4,**
C14A,V20A,4.2,1.9,*
C14B,V20A,5.3,2.5,*
C14C,V20A,4.4,2.7,**
C14D,V20A,6.5,2.2,*
C14E,V20A,2.4,1.7,**
C14F,V20A,4.8,2.9,**
C14A,V20B,43.6,24.8,**
C14B,V20B,S,,
C14C,V20B,S,,
C14D,V20B,34.4,18.2,**
C14E,V20B,S,,
C14F,V20B,S,,
C14A,V20C,S,,
C14B,V20C,S,,
C14C,V20C,S,,
C14D,V20C,S,,
C14E,V20C,S,,
C14F,V20C,S,,
C14A,V20D,S,,
C14B,V20D,S,,
C14C,V20D,S,,
C14D,V20D,36.9,17.7,*
C14E,V20D,S,,
C14F,V20D,S,,
C14A,V20E,37.6,21,**
C14B,V20E,49.8,28.6,**
C14C,V20E,S,,
C14D,V20E,23.4,16,**
C14E,V20E,65.9,36.6,**
C14F,V20E,36.6,29.2,**
C14A,V21A,21.1,3.5,
C14B,V21A,27.7,5.6,
C14C,V21A,30,5.1,
C14D,V21A,27.5,3.8,
C14E,V21A,26.6,5.5,
C14F,V21A,26,6,
C14A,V21B,28,8.2,
C14B,V21B,23.3,8.8,*
C14C,V21B,34.4,10.9,*
C14D,V21B,36.4,7.7,
C14E,V21B,21.3,10.4,*
C14F,V21B,30.5,14.1,*
C14A,V21C,15.9,7.7,*
C14B,V21C,12.9,8.6,**
C14C,V21C,18.5,10.9,**
C14D,V21C,10.2,4.9,*
C14E,V21C,13.2,11.1,**
C14F,V21C,10.6,8.3,**
C14A,V21D,23.9,5.7,
C14B,V21D,34.2,10.5,*
C14C,V21D,33.2,10.8,*
C14D,V21D,23.6,6.7,
C14E,V21D,27.2,9.6,*
C14F,V21D,19.2,11.2,**
C14A,V21E,32.2,9.1,
C14B,V21E,29.6,11.5,*
C14C,V21E,13.9,6.6,*
C14D,V21E,29.9,9.1,*
C14E,V21E,38.3,14.1,*
C14F,V21E,39.7,12.5,*
C14A,V22A,21.8,3.5,
C14B,V22A,24.3,5.5,
C14C,V22A,34.2,6.8,
C14D,V22A,25.8,4.8,
C14E,V22A,12.8,5.4,*
C14F,V22A,14.9,5.4,*
C14A,V22B,10.5,5.7,**
C14B,V22B,6.9,6,**
C14C,V22B,12.5,7,**
C14D,V22B,10.2,5.7,**
C14E,V22B,8.9,16.2,***
C14F,V22B,S,,
C14A,V22C,8.3,5.6,**
C14B,V22C,S,,
C14C,V22C,12.2,12.1,**
C14D,V22C,8.8,4.3,*
C14E,V22C,S,,
C14F,V22C,S,,
C14A,V22D,23.5,6.9,
C14B,V22D,17.2,10.5,**
C14C,V22D,20.9,7.9,*
C14D,V22D,24.2,6.7,
C14E,V22D,12.5,11,**
C14F,V22D,16,11.4,**
C14A,V22E,57.7,8.8,
C14B,V22E,72.6,12.9,
C14C,V22E,54.4,14.9,
C14D,V22E,56.8,8.2,
C14E,V22E,77.1,18.1,
C14F,V22E,71.9,10.1,
C15A,V00T,50.7,4.1,
C15B,V00T,15.4,3,
C15C,V00T,7.9,3.3,*
C15D,V00T,11.8,3.5,
C15E,V00T,14.2,3.2,
C15A,V01A,81.8,2.8,
C15B,V01A,83.3,3.8,
C15C,V01A,79.6,8,
C15D,V01A,85.7,4.6,
C15E,V01A,91,2.7,
C15A,V01B,18.2,2.8,
C15B,V01B,16.7,3.8,
C15C,V01B,20.4,8,*
C15D,V01B,14.3,4.6,*
C15E,V01B,9,2.7,*
C15A,V01C,39.1,8.5,
C15B,V01C,17.7,8.6,*
C15C,V01C,22.7,26.6,***
C15D,V01C,27,14.2,**
C15E,V01C,31.2,20.7,**
C15A,V01D,20.1,7.3,*
C15B,V01D,22.7,11,*
C15C,V01D,34.7,23.1,**
C15D,V01D,34.5,13.7,*
C15E,V01D,29,19.8,**
C15A,V01E,40.9,9.1,
C15B,V01E,59.6,12.1,
C15C,V01E,42.6,27.7,**
C15D,V01E,38.5,16.3,*
C15E,V01E,39.8,18.6,*
C15A,V02A,61.4,3.6,
C15B,V02A,65.3,4.7,
C15C,V02A,60,8.9,
C15D,V02A,65.2,7.8,
C15E,V02A,69.1,5.2,
C15A,V02B,38.6,3.6,
C15B,V02B,34.7,4.7,
C15C,V02B,40,8.9,
C15D,V02B,34.8,7.8,
C15E,V02B,30.9,5.2,
C15A,V02C,16.9,4.3,
C15B,V02C,19.2,6,*
C15C,V02C,15.9,11.6,**
C15D,V02C,23.9,9.9,*
C15E,V02C,20.7,8.6,*
C15A,V02D,17.3,4.1,
C15B,V02D,10.7,6.4,**
C15C,V02D,17.9,16.1,**
C15D,V02D,13.7,10.7,**
C15E,V02D,16.8,11.6,**
C15A,V02E,24.6,4.2,
C15B,V02E,28.3,6.9,
C15C,V02E,27.7,11,*
C15D,V02E,23.8,8.5,*
C15E,V02E,31.9,10.5,*
C15A,V02F,41.2,5.8,
C15B,V02F,41.8,7,
C15C,V02F,38.5,17.5,*
C15D,V02F,38.6,10.7,
C15E,V02F,30.6,12,*
C15A,V03A,40.1,3.2,
C15B,V03A,49.2,5.3,
C15C,V03A,39.8,7.4,
C15D,V03A,48.8,5.4,
C15E,V03A,70.8,6.8,
C15A,V03B,81.3,2.6,
C15B,V03B,80.3,4,
C15C,V03B,84,5.9,
C15D,V03B,84.9,4.8,
C15E,V03B,90.3,3.3,
C15A,V03C,26.5,3.4,
C15B,V03C,34.9,4.4,
C15C,V03C,32.6,11,*
C15D,V03C,31.1,5.9,
C15E,V03C,40.6,7.2,
C15A,V04A,16.8,2.3,
C15B,V04A,15.9,3.9,
