CA_code,VA_code,estimate,ASE,flag
C05C,V17C,13.1,3.4,
C05A,V17D,33.6,2.7,
C05B,V17D,27,14.3,**
C05C,V17D,27.4,4.3,
C05A,V17E,35.3,2.8,
C05B,V17E,23.3,11.5,*
C05C,V17E,37.7,5,
C05A,V18A,60,2.6,
C05B,V18A,66.7,10.3,
C05C,V18A,45.2,4.1,
C05A,V18B,65.8,3.2,
C05B,V18B,54.7,13.5,
C05C,V18B,59.4,6.3,
C05A,V18C,11.1,2.5,
C05B,V18C,12.1,8.5,**
C05C,V18C,12.3,3.7,*
C05A,V18D,16.8,2.3,
C05B,V18D,27.2,12.8,*
C05C,V18D,20.5,6,
C05A,V18E,6.3,1.9,*
C05B,V18E,S,,
C05C,V18E,7.9,2.8,*
C05A,V19A,28.7,2.1,
C05B,V19A,36.5,14.5,*
C05C,V19A,32.5,3.8,
C05A,V19B,39.5,4.8,
C05B,V19B,44.7,22.5,**
C05C,V19B,42.1,5.8,
C05A,V19C,16.7,4.1,
C05B,V19C,S,,
C05C,V19C,15.4,5.1,*
C05A,V19D,25.6,3.9,
C05B,V19D,16.5,12.7,**
C05C,V19D,24.8,6,
C05A,V19E,18.2,3.4,
C05B,V19E,22.4,14.8,**
C05C,V19E,17.7,5.4,*
C05A,V20A,4.7,1,
C05B,V20A,10.7,10.6,**
C05C,V20A,3.8,1.7,*
C05A,V20B,33.5,10.7,*
C05B,V20B,S,,
C05C,V20B,25.3,19.6,**
C05A,V20C,6.8,5.4,**
C05B,V20C,S,,
C05C,V20C,S,,
C05A,V20D,21.9,8.4,*
C05B,V20D,S,,
C05C,V20D,28.3,26.9,**
C05A,V20E,37.9,11.1,
C05B,V20E,S,,
C05C,V20E,37.6,22.1,**
C05A,V21A,26.9,2.3,
C05B,V21A,33.6,13.1,*
C05C,V21A,20.8,3.7,
C05A,V21B,30.6,4.6,
C05B,V21B,S,,
C05C,V21B,27.4,7,
C05A,V21C,14.6,3.8,
C05B,V21C,20,18.3,**
C05C,V21C,9.4,4.7,**
C05A,V21D,24.8,4,
C05B,V21D,25,16,**
C05C,V21D,30.2,7.4,
C05A,V21E,30,5.5,
C05B,V21E,30.1,22.3,**
C05C,V21E,33,6.9,
C05A,V22A,22.8,2.1,
C05B,V22A,40.6,14,*
C05C,V22A,19.2,3.4,
C05A,V22B,8.5,3.8,*
C05B,V22B,25.9,19.3,**
C05C,V22B,8.9,4.8,**
C05A,V22C,6.8,3.1,*
C05B,V22C,S,,
C05C,V22C,8.9,5.4,**
C05A,V22D,22.7,4.7,
C05B,V22D,9.9,8.8,**
C05C,V22D,19.6,5.8,
C05A,V22E,62,6,
C05B,V22E,45.7,20.1,*
C05C,V22E,62.5,9.2,
C06A,V00T,13.9,1.6,
C06B,V00T,46.6,2.2,
C06C,V00T,13.5,1.3,
C06D,V00T,26,2.1,
C06A,V01A,82.4,5.8,
C06B,V01A,80.6,2.9,
C06C,V01A,85.1,4.8,
C06D,V01A,88.1,3,
C06A,V01B,17.6,5.8,*
C06B,V01B,19.4,2.9,
C06C,V01B,14.9,4.8,*
C06D,V01B,11.9,3,
C06A,V01C,16,11.8,**
C06B,V01C,27.4,8.4,*
C06C,V01C,29.9,14.1,*
C06D,V01C,60.2,11.2,
C06A,V01D,45.5,17.2,*
C06B,V01D,25.9,7.3,
C06C,V01D,S,,
C06D,V01D,8.8,8.1,**
C06A,V01E,38.6,15.8,*
C06B,V01E,46.7,9.1,
C06C,V01E,52.3,16.6,*
C06D,V01E,31,11.1,*
C06A,V02A,60.2,6.4,
C06B,V02A,59.1,3.8,
C06C,V02A,67.2,5.2,
C06D,V02A,69.4,3.8,
C06A,V02B,39.8,6.4,
C06B,V02B,40.9,3.8,
C06C,V02B,32.8,5.2,
C06D,V02B,30.6,3.8,
C06A,V02C,27.4,8.1,
C06B,V02C,17.6,4.6,
C06C,V02C,17,7.2,*
C06D,V02C,17,5.9,*
C06A,V02D,7.4,5.6,**
C06B,V02D,17.3,4.9,
C06C,V02D,13.4,6.8,**
C06D,V02D,20.1,5.4,
C06A,V02E,32.3,9.3,
C06B,V02E,26,4.8,
C06C,V02E,21.6,8.3,*
C06D,V02E,23.8,6.1,
C06A,V02F,32.9,9.2,
C06B,V02F,39.1,6.4,
C06C,V02F,48,10.1,
C06D,V02F,39.2,6.8,
C06A,V03A,49.7,5.6,
C06B,V03A,46,3.2,
C06C,V03A,49.1,5.7,
C06D,V03A,45.9,4.1,
C06A,V03B,86.2,3.7,
C06B,V03B,81.8,2.4,
C06C,V03B,84.6,4.3,
C06D,V03B,83.6,2.9,
C06A,V03C,29.1,5.2,
C06B,V03C,29.4,3.1,
C06C,V03C,33.5,5.1,
C06D,V03C,33.2,4.3,
C06A,V04A,15.5,3.9,
C06B,V04A,17.6,2.5,
C06C,V04A,14.1,3.7,
C06D,V04A,16.8,3,
C06A,V04B,S,,
C06B,V04B,3.5,1.4,*
C06C,V04B,1.6,1.2,**
C06D,V04B,2.3,1.1,*
C06A,V04C,2.2,1.5,**
C06B,V04C,5.3,1.4,
C06C,V04C,3.7,2,**
C06D,V04C,4.1,1.6,*
C06A,V04D,80.6,4.3,
C06B,V04D,73.6,3,
C06C,V04D,80.6,4.6,
C06D,V04D,76.8,3,
C06A,V05A,45.4,5.2,
C06B,V05A,60.4,3.5,
C06C,V05A,64.1,5.3,
C06D,V05A,71.9,4.3,
C06A,V05B,3.5,2.3,**
C06B,V05B,6,1.6,
C06C,V05B,4.2,1.9,*
C06D,V05B,5.3,1.7,*
C06A,V05C,5.1,2,*
C06B,V05C,5.3,1.3,
C06C,V05C,4,2.6,**
C06D,V05C,4.1,1.6,*
C06A,V05D,46,5.1,
C06B,V05D,28.3,2.8,
C06C,V05D,27.7,5,
C06D,V05D,18.7,3.3,
C06A,V06A,20.6,4.7,
C06B,V06A,28.5,3.1,
C06C,V06A,23.6,4.5,
C06D,V06A,33.8,3.8,
C06A,V06B,2.2,1.8,**
C06B,V06B,7.2,1.9,
C06C,V06B,6.8,2.9,*
C06D,V06B,7.1,2,
C06A,V06C,4.4,2.8,**
C06B,V06C,5.4,1.6,*
C06C,V06C,7.5,3.2,*
C06D,V06C,5.2,1.8,*
C06A,V06D,72.7,5.2,
C06B,V06D,58.9,3.3,
C06C,V06D,62.1,5,
C06D,V06D,53.9,4.4,
C06A,V07A,5.7,2.9,**
C06B,V07A,6.3,1.7,
C06C,V07A,5.8,2.7,*
C06D,V07A,4.9,1.7,*
C06A,V07B,S,,
C06B,V07B,1.7,1,**
C06C,V07B,2.5,2,**
C06D,V07B,1.1,0.7,**
C06A,V07C,3.6,2.9,**
C06B,V07C,2.2,1.1,*
C06C,V07C,1.4,1,**
C06D,V07C,3,1.4,*
C06A,V07D,90.7,3.9,
C06B,V07D,89.8,2.2,
C06C,V07D,90.3,3.2,
C06D,V07D,91,2.3,
C06A,V08A,6.7,3.7,**
C06B,V08A,5.7,1.4,
C06C,V08A,4.5,2,*
C06D,V08A,4.3,1.4,*
C06A,V08B,2.7,2.1,**
C06B,V08B,2.5,1.1,*
C06C,V08B,1.9,2.1,***
C06D,V08B,1.2,0.6,**
C06A,V08C,1.1,1,**
C06B,V08C,3.8,1.1,*
C06C,V08C,2.9,2.2,**
C06D,V08C,4.6,1.8,*
C06A,V08D,89.5,4,
C06B,V08D,88,1.9,
C06C,V08D,90.7,3.5,
C06D,V08D,90,2.5,
C06A,V09A,11.6,4.3,*
C06B,V09A,9.3,1.6,
C06C,V09A,16.2,4.3,
C06D,V09A,11.8,2.6,
C06A,V09B,1.4,1.2,**
C06B,V09B,2.2,0.9,*
C06C,V09B,3.8,1.9,**
C06D,V09B,2.6,1.1,*
C06A,V09C,3.9,2.1,**
C06B,V09C,6,1.8,
C06C,V09C,3.5,2.2,**
C06D,V09C,5.8,1.7,*
C06A,V09D,83.1,5.4,
C06B,V09D,82.5,2.5,
C06C,V09D,76.5,4.9,
C06D,V09D,79.8,3,
C06A,V10A,5,2.3,*
C06B,V10A,8.3,1.7,
C06C,V10A,7.7,2.7,*
C06D,V10A,9.8,2.1,
C06A,V10B,S,,
C06B,V10B,2.9,1.3,*
C06C,V10B,3,1.9,**
C06D,V10B,4.7,2.1,*
C06A,V10C,2.7,1.7,**
C06B,V10C,5.5,1.5,
C06C,V10C,4.7,2.2,*
C06D,V10C,7.2,2.2,*
C06A,V10D,91.4,3,
C06B,V10D,83.3,2.6,
C06C,V10D,84.6,3.8,
C06D,V10D,78.3,3.1,
C06A,V11A,20.4,4.9,
C06B,V11A,29.3,2.8,
C06C,V11A,38.2,5.7,
C06D,V11A,51,4.2,
C06A,V11B,S,,
C06B,V11B,5.2,3,**
C06C,V11B,4.8,4.2,**
C06D,V11B,2.8,1.9,**
C06A,V11C,7.5,7.1,**
C06B,V11C,7.7,3.3,*
C06C,V11C,3.8,3.6,**
C06D,V11C,7.6,3.7,*
C06A,V11D,34.2,15.4,*
C06B,V11D,35,5.2,
C06C,V11D,36.6,9.4,
C06D,V11D,38.7,6.6,
C06A,V11E,57.9,13.3,
C06B,V11E,52.1,5.8,
C06C,V11E,54.9,10.1,
C06D,V11E,51,6,
C06A,V12A,23,5,
C06B,V12A,40.4,3.1,
C06C,V12A,41.2,6,
C06D,V12A,51,4.5,
C06A,V12B,4.6,5.1,***
C06B,V12B,7.2,3.1,*
C06C,V12B,5.2,4.6,**
C06D,V12B,3.8,2.2,**
C06A,V12C,3.4,3.1,**
C06B,V12C,8.7,4.2,*
C06C,V12C,6.5,5.7,**
C06D,V12C,8.2,2.8,*
C06A,V12D,25.8,11.8,*
C06B,V12D,28.1,5,
C06C,V12D,24.5,7,
C06D,V12D,27.9,5.1,
C06A,V12E,66.2,12.1,
C06B,V12E,56,6.1,
C06C,V12E,63.8,9.3,
C06D,V12E,60.1,5.5,
C06A,V13A,31.8,5.3,
C06B,V13A,46.4,3.6,
C06C,V13A,47,5.1,
C06D,V13A,55.3,3.7,
C06A,V13B,8.7,9.2,***
C06B,V13B,3.4,1.9,**
C06C,V13B,2.8,2.5,**
C06D,V13B,2.2,1.6,**
C06A,V13C,11.1,9.3,**
C06B,V13C,6.4,2.2,*
C06C,V13C,8.1,3.9,*
C06D,V13C,5,2.6,**
C06A,V13D,38.5,11.2,
C06B,V13D,34.5,4.5,
C06C,V13D,30.3,8.5,
C06D,V13D,33.4,5.2,
C06A,V13E,41.7,10.2,
C06B,V13E,55.7,4.6,
C06C,V13E,58.8,8.9,
C06D,V13E,59.3,5.2,
C06A,V14A,24.9,5.4,
C06B,V14A,36.5,3.3,
C06C,V14A,43,5.4,
C06D,V14A,60.6,3.7,
C06A,V14B,S,,
C06B,V14B,2.7,1.9,**
C06C,V14B,S,,
C06D,V14B,2.4,1.2,**
C06A,V14C,S,,
C06B,V14C,3.7,2.4,**
C06C,V14C,8.6,4.6,**
C06D,V14C,4.4,1.9,*
C06A,V14D,30.2,9.8,*
C06B,V14D,33.6,4.7,
C06C,V14D,30.6,6.9,
C06D,V14D,32.3,4.1,
C06A,V14E,63.4,10.2,
C06B,V14E,60,5.1,
C06C,V14E,60,7.8,
C06D,V14E,60.9,4.9,
C06A,V15A,20,5,
C06B,V15A,30.4,3.2,
C06C,V15A,34.5,5.5,
C06D,V15A,45.4,3.9,
C06A,V15B,4.3,3,**
C06B,V15B,3.8,2.7,**
C06C,V15B,4.5,4.1,**
C06D,V15B,5.9,2.6,*
C06A,V15C,S,,
C06B,V15C,4.8,2.5,**
C06C,V15C,4.3,3.6,**
C06D,V15C,4.2,2.2,**
C06A,V15D,31.6,11.6,*
C06B,V15D,31.8,5.5,
C06C,V15D,28.3,8.8,*
C06D,V15D,29.1,5.6,
C06A,V15E,59.9,12.3,
C06B,V15E,59.7,6.1,
C06C,V15E,62.8,9.2,
C06D,V15E,60.8,6,
C06A,V16A,35.5,5,
C06B,V16A,47.1,3.2,
C06C,V16A,50.9,5.9,
C06D,V16A,62.2,4.5,
C06A,V16B,S,,
C06B,V16B,2.8,1.6,**
C06C,V16B,6.2,3.9,**
C06D,V16B,3.8,2.5,**
C06A,V16C,7,5.5,**
C06B,V16C,5.9,2.6,*
C06C,V16C,7.1,5.6,**
C06D,V16C,6.1,2.7,*
C06A,V16D,29.2,8.3,
C06B,V16D,29.8,3.9,
C06C,V16D,30.4,8.4,
C06D,V16D,28.5,4.3,
C06A,V16E,60.8,8.9,
C06B,V16E,61.5,4.1,
C06C,V16E,56.3,9.8,
C06D,V16E,61.6,5.2,
C06A,V17A,49.3,6.4,
C06B,V17A,65,3.6,
C06C,V17A,70.3,4.8,
C06D,V17A,81.5,3.1,
C06A,V17B,18.4,6.2,*
C06B,V17B,16.5,3.2,
C06C,V17B,18.9,4.6,
C06D,V17B,21.2,4.7,
C06A,V17C,13.7,5.9,*
C06B,V17C,12.9,2.8,
C06C,V17C,13.6,4.5,*
C06D,V17C,14.6,3.1,
C06A,V17D,25.3,7.7,*
C06B,V17D,33.5,3.7,
C06C,V17D,31.6,5.5,
C06D,V17D,32.1,5.2,
C06A,V17E,42.6,8.5,
C06B,V17E,37.1,4.1,
C06C,V17E,35.9,6.2,
C06D,V17E,32,4.5,
C06A,V18A,44.2,6.3,
C06B,V18A,53.9,3,
C06C,V18A,52.2,5.1,
C06D,V18A,68.1,3.5,
C06A,V18B,66.4,8.7,
C06B,V18B,62.6,4.3,
C06C,V18B,68.1,7.3,
C06D,V18B,62.6,4.9,
C06A,V18C,12.2,6.2,**
C06B,V18C,11.6,3,
C06C,V18C,8.6,4.2,*
C06D,V18C,12.3,3.7,
C06A,V18D,16,7.8,*
C06B,V18D,19.5,3.7,
C06C,V18D,15.5,5,*
C06D,V18D,18.2,3.7,
C06A,V18E,5.5,4.8,**
C06B,V18E,6.3,2.1,*
C06C,V18E,7.8,3.5,*
C06D,V18E,6.9,2.4,*
C06A,V19A,31.8,5.5,
C06B,V19A,29.4,2.8,
C06C,V19A,29.2,5.4,
C06D,V19A,30.6,3.4,
C06A,V19B,44.3,10.2,
C06B,V19B,46.4,6.2,
C06C,V19B,36.6,7.7,
C06D,V19B,29.6,6.7,
C06A,V19C,13.3,6.9,**
C06B,V19C,16.6,4.4,
C06C,V19C,20.7,10.6,**
C06D,V19C,16.1,5.6,*
C06A,V19D,23.7,8,*
C06B,V19D,22.2,5.1,
C06C,V19D,24.1,8.3,*
C06D,V19D,29.2,6.9,
C06A,V19E,18.6,8.7,*
C06B,V19E,14.8,4.9,*
C06C,V19E,18.5,7.4,*
C06D,V19E,25.1,6.3,
C06A,V20A,5.1,3,**
C06B,V20A,4.8,1.3,
C06C,V20A,2.3,1.3,**
C06D,V20A,5.6,1.8,*
C06A,V20B,S,,
C06B,V20B,30.5,18,**
C06C,V20B,S,,
C06D,V20B,45.3,18.4,*
C06A,V20C,S,,
C06B,V20C,S,,
C06C,V20C,S,,
C06D,V20C,S,,
C06A,V20D,49.4,31.7,**
C06B,V20D,16.6,9.7,**
C06C,V20D,S,,
C06D,V20D,16.2,13.3,**
C06A,V20E,24.2,19.4,**
C06B,V20E,46,14,*
C06C,V20E,S,,
C06D,V20E,28.8,15.1,**
C06A,V21A,17.8,5.2,
C06B,V21A,24.1,2.7,
C06C,V21A,21.3,5,
C06D,V21A,34,3.6,
C06A,V21B,29.7,10.7,*
C06B,V21B,26.6,5.6,
C06C,V21B,31.5,12.5,*
C06D,V21B,32.8,6.3,
C06A,V21C,11.3,9.1,**
C06B,V21C,13.5,4.5,*
C06C,V21C,8.8,7.5,**
C06D,V21C,14.3,5.6,*
C06A,V21D,40.2,13.7,*
C06B,V21D,28.4,5.9,
C06C,V21D,28.7,11,*
C06D,V21D,19.7,5.1,
C06A,V21E,18.7,9.2,*
C06B,V21E,31.5,6.3,
C06C,V21E,31.1,12.5,*
C06D,V21E,33.3,6.1,
C06A,V22A,21.9,5.3,
C06B,V22A,23,2.8,
C06C,V22A,18.5,5.1,
C06D,V22A,23.3,3.1,
C06A,V22B,8.4,6.4,**
C06B,V22B,11,4.5,*
C06C,V22B,6.6,5.4,**
C06D,V22B,7.4,3.9,**
C06A,V22C,7.2,7,**
C06B,V22C,10.7,6,**
C06C,V22C,9.5,8,**
C06D,V22C,2.7,2.4,**
C06A,V22D,21.2,8.9,*
C06B,V22D,22.6,5.6,
C06C,V22D,22.5,9.3,*
C06D,V22D,18.6,5.5,
C06A,V22E,63.2,11.5,
C06B,V22E,55.6,7.1,
C06C,V22E,61.5,12.1,
C06D,V22E,71.3,7,
C07A,V00T,8.9,0.8,
C07B,V00T,20.8,1.8,
C07C,V00T,16.7,1.8,
C07D,V00T,24.2,2.2,
C07E,V00T,29.5,2,
C07A,V01A,82.1,4.3,
C07B,V01A,84,2.8,
C07C,V01A,81.9,3.7,
C07D,V01A,83.7,3.4,
C07E,V01A,84.6,4.1,
C07A,V01B,17.9,4.3,
C07B,V01B,16,2.8,
C07C,V01B,18.1,3.7,
C07D,V01B,16.3,3.4,
C07E,V01B,15.4,4.1,
C07A,V01C,18.3,11,**
C07B,V01C,20.6,9.6,*
C07C,V01C,27.7,10.7,*
C07D,V01C,47.3,12.1,
C07E,V01C,35.9,12.2,*
C07A,V01D,17,10.2,**
C07B,V01D,32.7,10.3,*
C07C,V01D,19.5,10.1,**
C07D,V01D,20.8,8.6,*
C07E,V01D,26.4,12.2,*
C07A,V01E,64.7,12.5,
C07B,V01E,46.7,11.6,
C07C,V01E,52.8,11.8,
C07D,V01E,31.9,10.5,*
C07E,V01E,37.7,13.1,*
C07A,V02A,66.2,5.1,
C07B,V02A,66.8,3.5,
C07C,V02A,58.9,4.7,
C07D,V02A,61.2,4.3,
C07E,V02A,64.4,4.6,
C07A,V02B,33.8,5.1,
C07B,V02B,33.2,3.5,
C07C,V02B,41.1,4.7,
C07D,V02B,38.8,4.3,
C07E,V02B,35.6,4.6,
C07A,V02C,20.4,8.5,*
C07B,V02C,21.5,5.8,
C07C,V02C,16,6,*
C07D,V02C,14.3,4.4,*
C07E,V02C,20.9,6.7,*
C07A,V02D,11.6,6.5,**
C07B,V02D,8.4,4.3,**
C07C,V02D,19.2,8.2,*
C07D,V02D,20.5,6.2,*
C07E,V02D,16.2,5.7,*
C07A,V02E,26,8.1,*
C07B,V02E,28.2,5.4,
C07C,V02E,24.3,7.4,*
C07D,V02E,23.9,5.3,
C07E,V02E,28,5.9,
C07A,V02F,42,9.9,
C07B,V02F,41.9,7.7,
C07C,V02F,40.5,9.3,
C07D,V02F,41.4,6.7,
C07E,V02F,34.9,7.7,
C07A,V03A,44.7,5.5,
C07B,V03A,46.6,4,
C07C,V03A,43.9,4.7,
C07D,V03A,46.5,5,
C07E,V03A,49.9,4.8,
C07A,V03B,76.2,4.6,
C07B,V03B,82.2,3,
C07C,V03B,84.5,3.3,
C07D,V03B,82.8,3.6,
C07E,V03B,85.2,3.1,
C07A,V03C,30.2,5.5,
C07B,V03C,31.2,3.8,
C07C,V03C,28.8,4.2,
C07D,V03C,32.2,3.5,
C07E,V03C,30.9,4.3,
C07A,V04A,11.4,4.1,*
C07B,V04A,16.8,3.8,
C07C,V04A,15.7,3.5,
C07D,V04A,15,3.1,
C07E,V04A,19.6,3.3,
C07A,V04B,2,1.5,**
C07B,V04B,1.2,0.9,**
C07C,V04B,1.8,1.3,**
C07D,V04B,3.7,2.2,**
C07E,V04B,3.8,1.7,*
C07A,V04C,1.2,1,**
C07B,V04C,3.9,1.5,*
C07C,V04C,5.7,2.2,*
C07D,V04C,4.7,1.7,*
C07E,V04C,4.5,2,*
C07A,V04D,85.3,4.4,
C07B,V04D,78.1,3.9,
C07C,V04D,76.8,3.9,
C07D,V04D,76.6,3.4,
C07E,V04D,72.1,3.7,
C07A,V05A,59.3,5.5,
C07B,V05A,57.3,4,
C07C,V05A,65.6,5.2,
C07D,V05A,60.4,4.4,
C07E,V05A,63.9,4.5,
C07A,V05B,3.8,2.3,**
C07B,V05B,4.3,1.9,*
C07C,V05B,5,2.1,*
C07D,V05B,7.4,2.3,*
C07E,V05B,4.8,1.8,*
C07A,V05C,3.1,1.9,**
C07B,V05C,3.5,1.4,*
C07C,V05C,5.8,2.3,*
C07D,V05C,6.4,2.6,*
C07E,V05C,4.8,2,*
C07A,V05D,33.8,5.2,
C07B,V05D,34.9,3.6,
C07C,V05D,23.6,4.2,
C07D,V05D,25.8,3.7,
C07E,V05D,26.5,4.3,
C07A,V06A,18.8,4.5,
C07B,V06A,25.8,3.7,
C07C,V06A,26.6,5.2,
C07D,V06A,30.8,3.6,
C07E,V06A,30.6,3.6,
C07A,V06B,4.2,2.6,**
C07B,V06B,3.3,1.3,*
C07C,V06B,7.1,2.5,*
C07D,V06B,8.1,2.3,
C07E,V06B,7.7,2.3,*
C07A,V06C,3,1.9,**
C07B,V06C,4.1,1.5,*
C07C,V06C,4.4,1.9,*
C07D,V06C,5.3,2,*
C07E,V06C,8.1,2.8,*
C07A,V06D,74.1,5.4,
C07B,V06D,66.7,3.8,
C07C,V06D,61.9,5.9,
C07D,V06D,55.8,3.8,
C07E,V06D,53.6,4.5,
C07A,V07A,4.6,1.9,*
C07B,V07A,6,2.2,*
C07C,V07A,5.7,2.7,*
C07D,V07A,5.4,2,*
C07E,V07A,6.4,2.2,*
C07A,V07B,S,,
C07B,V07B,1,1,**
C07C,V07B,0.8,0.7,**
C07D,V07B,1.4,1.4,**
C07E,V07B,2.1,1.4,**
C07A,V07C,1.5,1,**
C07B,V07C,3,1.5,*
C07C,V07C,1.3,1,**
C07D,V07C,1.5,0.8,**
C07E,V07C,4.3,2,*
C07A,V07D,93.5,2.2,
C07B,V07D,90,2.6,
C07C,V07D,92.1,2.8,
C07D,V07D,91.8,2.6,
C07E,V07D,87.2,3.2,
C07A,V08A,3.3,1.7,**
C07B,V08A,7.5,2.3,*
C07C,V08A,6,2.4,*
C07D,V08A,4.6,1.7,*
C07E,V08A,4.6,2.1,*
C07A,V08B,1.7,1.3,**
C07B,V08B,2.9,1.8,**
C07C,V08B,2.1,1.4,**
C07D,V08B,2.5,1.6,**
C07E,V08B,1.2,1,**
C07A,V08C,3.9,2.1,**
C07B,V08C,2.4,1.2,**
C07C,V08C,2.3,1.2,**
C07D,V08C,3.7,1.6,*
C07E,V08C,4.6,1.7,*
C07A,V08D,91.1,3.3,
C07B,V08D,87.3,2.9,
C07C,V08D,89.6,3,
C07D,V08D,89.2,2.5,
C07E,V08D,89.7,2.5,
C07A,V09A,14.4,3.2,
C07B,V09A,13.9,2.7,
C07C,V09A,12.9,3.3,
C07D,V09A,7.7,1.9,
C07E,V09A,10.4,2.7,
C07A,V09B,2.1,1.8,**
C07B,V09B,2.6,1.3,**
C07C,V09B,1.5,1.1,**
C07D,V09B,3.3,1.4,*
C07E,V09B,2.1,1,*
C07A,V09C,4,1.7,*
C07B,V09C,5,2.2,*
C07C,V09C,4.3,2.5,**
C07D,V09C,6,2.3,*
C07E,V09C,5.7,2.1,*
C07A,V09D,79.4,4.1,
C07B,V09D,78.5,3.6,
C07C,V09D,81.4,4,
C07D,V09D,82.9,3.2,
C07E,V09D,81.8,3.4,
C07A,V10A,5.7,2.3,*
C07B,V10A,8.7,2.5,
C07C,V10A,8.3,2.5,
C07D,V10A,8.8,2.1,
C07E,V10A,7.8,2.2,
C07A,V10B,S,,
C07B,V10B,2.6,1.3,*
C07C,V10B,1.9,1.3,**
C07D,V10B,2.6,1.3,**
C07E,V10B,5,2.1,*
C07A,V10C,4.4,3,**
C07B,V10C,4.1,1.8,*
C07C,V10C,4.3,2.1,*
C07D,V10C,6.7,2.6,*
C07E,V10C,6.6,2,*
C07A,V10D,89.2,3.9,
C07B,V10D,84.6,3.2,
C07C,V10D,85.4,3.7,
C07D,V10D,81.9,3.6,
C07E,V10D,80.7,3.6,
C07A,V11A,26.1,5.1,
C07B,V11A,29.7,3.9,
C07C,V11A,28.9,4.4,
C07D,V11A,34.9,4.5,
C07E,V11A,42.8,4.7,
C07A,V11B,6.8,5.1,**
C07B,V11B,4,2.8,**
C07C,V11B,S,,
C07D,V11B,3.6,2.6,**
C07E,V11B,3.8,3.2,**
C07A,V11C,5.7,4.4,**
C07B,V11C,12.3,6.4,**
C07C,V11C,11,6.6,**
C07D,V11C,3.1,2.2,**
C07E,V11C,5.9,3.2,**
C07A,V11D,38,11.1,
C07B,V11D,32.5,7,
C07C,V11D,29.1,7.1,
C07D,V11D,36.6,6.9,
C07E,V11D,41.1,6,
C07A,V11E,49.6,12.1,
C07B,V11E,51.2,8.5,
C07C,V11E,57.5,8.1,
C07D,V11E,56.7,7.9,
C07E,V11E,49.2,5.7,
C07A,V12A,29,4.9,
C07B,V12A,34.1,4.1,
C07C,V12A,38.6,4.5,
C07D,V12A,42.2,4.9,
C07E,V12A,47.8,4.7,
C07A,V12B,S,,
C07B,V12B,6.2,3.4,**
C07C,V12B,8.2,6.3,**
C07D,V12B,4.4,2.8,**
C07E,V12B,5.4,3.4,**
C07A,V12C,9.4,8.8,**
C07B,V12C,9.2,5.4,**
C07C,V12C,6.2,3.5,**
C07D,V12C,8.3,5.3,**
C07E,V12C,6.9,4.1,**
C07A,V12D,34,9.6,
C07B,V12D,28.6,7.9,
C07C,V12D,31,7.2,
C07D,V12D,23.2,5.3,
C07E,V12D,28,5.1,
C07A,V12E,53.7,9.2,
C07B,V12E,56,8.3,
C07C,V12E,54.6,7.7,
C07D,V12E,64,6.4,
C07E,V12E,59.7,6.5,
C07A,V13A,35.3,4.9,
C07B,V13A,41.1,4.2,
C07C,V13A,41.4,6.2,
C07D,V13A,47.7,3.9,
C07E,V13A,54.6,4,
C07A,V13B,4.8,3.8,**
C07B,V13B,3,1.9,**
C07C,V13B,2.7,2.3,**
C07D,V13B,2.6,2.1,**
C07E,V13B,4.3,3.1,**
C07A,V13C,8.3,4.3,**
C07B,V13C,6.9,3.9,**
C07C,V13C,9,4.9,**
C07D,V13C,6.4,2.7,*
C07E,V13C,5.3,2.5,*
C07A,V13D,31.7,8.9,
C07B,V13D,35.1,6.4,
C07C,V13D,31.4,9.6,*
C07D,V13D,30.3,5.5,
C07E,V13D,37.3,5.3,
C07A,V13E,55.2,9.5,
C07B,V13E,55,6.7,
C07C,V13E,56.8,8.9,
C07D,V13E,60.6,5.4,
C07E,V13E,53.1,5.2,
C07A,V14A,32.8,5.7,
C07B,V14A,36.4,4.3,
C07C,V14A,41.3,6.1,
C07D,V14A,45.2,3.9,
C07E,V14A,45.5,4.8,
C07A,V14B,8.3,8.2,**
C07B,V14B,2.6,1.5,**
C07C,V14B,2.1,1.4,**
C07D,V14B,S,,
C07E,V14B,2.8,2,**
C07A,V14C,5.7,3.9,**
C07B,V14C,4.9,3.1,**
C07C,V14C,3.6,2.9,**
C07D,V14C,4.9,3,**
C07E,V14C,4,2.1,**
C07A,V14D,34,8.1,
C07B,V14D,36.1,6.5,
C07C,V14D,29.6,7.4,
C07D,V14D,29.9,6.2,
C07E,V14D,34.4,5.4,
C07A,V14E,52,11.1,
C07B,V14E,56.4,6.6,
C07C,V14E,64.7,7.2,
C07D,V14E,64.6,6.4,
C07E,V14E,58.8,5.9,
C07A,V15A,22.5,4.8,
C07B,V15A,29.3,4.5,
C07C,V15A,30,5.3,
C07D,V15A,36.1,4.1,
C07E,V15A,38.2,4.2,
C07A,V15B,5.1,4.1,**
C07B,V15B,4.2,3.1,**
C07C,V15B,5.2,4,**
C07D,V15B,3.5,2.6,**
C07E,V15B,5.8,3.9,**
C07A,V15C,S,,
C07B,V15C,5.8,3.7,**
C07C,V15C,4.4,3.3,**
C07D,V15C,3.5,2.6,**
C07E,V15C,4.4,2.9,**
C07A,V15D,30.9,9.4,*
C07B,V15D,30.2,6.7,
C07C,V15D,37.4,8,
C07D,V15D,29.9,6.8,
C07E,V15D,27.7,6.5,
C07A,V15E,58,10.6,
